date,total_clicks
-1,8947
0,8403
-2,7522
1,10873
-3,7317
2,13183
-4,8016
3,12481
-5,9505
4,10782
-6,7022
5,9930
-7,6549
6,7496
-8,6531
7,7724
-9,7153
8,10102
-10,4986
9,11960
-11,5000
10,9702
-12,4927
11,9139
-13,3434
12,8824
-14,3749
13,7950
-15,6649
14,7550
-16,8414
15,9722
16,14292
17,12776
18,14365
19,12992
20,11563
21,10731
22,16262
23,17734
24,18871
25,16084
26,10067
27,7723
28,7262
29,9322
30,10715
31,8833
32,8252
33,8003
34,6002
35,5204
36,5703
37,7615
38,6777
39,6440
40,5665
41,4863
42,5426
43,6066
44,7917
45,7293
46,7912
47,8334
48,7214
49,9146
50,11769
51,14659
52,15609
53,11375
54,4113
55,3669
56,3122
57,3214
58,4069
59,4154
60,4294
61,3933
62,2889
63,2675
64,3322
65,4642
66,4350
67,3575
68,5816
69,4263
70,3382
71,3985
72,5301
73,5635
74,4556
75,4769
76,4952
77,5377
78,8967
79,10297
80,9334
81,7766
82,4257
83,3837
84,3376
85,3402
86,4009
87,4054
88,3139
89,3204
90,3271
91,3565
92,2816
93,3163
94,4072
95,3663
96,3850
97,3393
98,2784
99,3132
100,4203
101,3953
102,3759
103,3403
104,2884
105,2526
106,3311
107,5177
108,4639
109,3925
110,4331
111,4632
112,4990
113,6210
114,9629
115,10805
116,11087
117,6763
118,5085
119,5284
120,6810
121,8699
122,8845
123,8810
124,7357
125,6162
126,5532
127,6370
128,8159
129,9066
130,7236
131,7281
132,5397
133,4328
134,5727
135,8515
136,7407
137,6646
138,6631
139,5223
140,6082
141,6241
142,7304
143,6729
144,6507
145,6471
146,5447
147,5211
148,7735
149,9773
150,9423
151,9139
152,3633
153,2694
154,2120
155,2828
156,3563
157,3355
158,3540
159,2841
160,2045
161,1725
162,2498
163,3576
164,3103
165,3220
166,2856
167,2343
168,2905
169,4500
170,4957
171,2290
172,2382
173,1988
174,1483
175,1117
176,1445
177,2093
178,1862
179,1615
180,1251
181,1256
182,996
183,1249
184,1896
185,1784
186,1872
187,1857
188,1376
189,1260
190,1721
191,2325
192,2186
193,2179
194,2851
195,2354
196,2714
197,3016
198,4413
199,5968
200,5108
201,2379
202,2190
203,1631
204,2379
205,3452
206,4241
207,2563
208,2897
209,2734
210,1799
211,2304
212,2888
213,3885
214,2592
215,3040
216,2344
217,1916
218,2194
219,3368
220,3326
221,3069
222,3034
223,2874
224,3237
225,4257
226,9070
227,3432
228,1884
229,1280
230,1066
231,603
232,697
233,790
234,620
235,577
236,466
237,588
238,192
239,264
240,491
