date,total_clicks
-1,5647
0,10524
-2,7422
1,10500
-3,6729
2,15470
-4,8032
3,13042
-5,11726
4,10410
-6,8058
5,9507
-7,7237
6,6821
-8,10817
7,4944
-9,24653
8,8294
9,11248
10,9948
11,9253
12,8171
13,6663
14,7155
15,8426
16,10681
17,11771
18,10067
19,6793
20,4280
21,4147
22,6562
23,7195
24,7695
25,6342
26,6752
27,6144
28,5809
29,7634
30,7885
31,8614
32,7904
33,7445
34,6549
35,5656
36,8464
37,10515
38,10245
39,10300
40,10971
41,6888
42,7402
43,9398
44,9673
45,9082
46,8203
47,7563
48,4553
49,3854
50,6382
51,7801
52,7652
53,8719
54,5086
55,4253
56,2359
57,3751
58,5202
59,4504
60,4572
61,3605
62,2864
63,2122
64,3128
65,3627
66,3916
67,4017
68,2392
69,1529
70,966
71,1683
72,1530
73,1201
74,993
75,312
76,682
77,1439
78,2224
79,3586
80,2383
81,1844
82,2951
83,4789
84,5938
85,5773
86,6163
87,6920
88,8346
89,7835
90,6603
91,7692
92,10015
93,12500
94,10400
95,11864
96,10055
97,8055
98,6761
99,8599
100,9645
101,8267
102,6690
103,7732
104,7033
105,5815
106,10064
107,10952
108,11300
109,11614
110,8282
111,3591
112,3965
113,5135
114,8567
115,9280
116,7467
117,6870
118,8668
119,6734
120,7990
121,8119
122,7210
123,6927
124,6362
125,5383
126,3291
127,6467
128,7498
129,6536
130,7424
131,7508
132,5247
133,7378
134,8072
135,9322
136,9014
137,8092
138,7276
139,5705
140,5660
141,8157
142,9860
143,8764
144,7964
145,8026
146,8060
147,7872
148,10947
149,13820
150,12436
151,14053
152,8741
153,3289
154,3431
155,4601
156,7622
157,7022
158,6083
159,5794
160,4211
161,4395
162,5980
163,6863
164,6102
165,6356
166,5056
167,3404
168,3401
169,4642
170,6081
171,5500
172,5094
173,3789
174,4662
175,3248
176,3569
177,4445
178,5354
179,5176
180,4871
181,3740
182,4911
183,5405
184,7398
185,5979
186,5884
187,5761
188,4154
189,4480
190,5647
191,7185
192,7099
193,6902
194,5540
195,6021
196,6823
197,9589
198,11135
199,11162
200,13835
201,7599
202,2684
203,2278
204,3859
205,3912
206,6319
207,4968
208,3677
209,3556
210,3524
211,4898
212,5411
213,4742
214,3780
215,4009
216,2583
217,2959
218,3630
219,4759
220,5308
221,4372
222,3553
223,2916
224,3210
225,3695
226,5718
227,5031
228,5833
229,4918
230,4587
231,5362
232,7413
233,11447
234,14263
235,14788
236,21336
237,10530
238,1334
239,784
240,775
241,827
242,420
243,176
244,271
245,163
246,188
247,236
248,336
249,148
250,192
251,148
252,115
253,100
254,204
255,165
256,148
257,139
258,137
259,58
260,92
261,103
262,199
