date,total_clicks
-1,5793
0,8488
-2,5504
1,10469
-3,6569
2,21256
-4,7104
3,15853
-5,8640
4,14584
-6,6354
5,11603
-7,5196
6,8086
-8,8255
7,8313
-9,11609
8,11048
9,13282
10,10494
11,11019
12,7436
13,9296
14,7772
15,11667
16,14462
17,14735
18,15733
19,12728
20,8601
21,5909
22,8515
23,10156
24,8989
25,8528
26,9869
27,7087
28,5918
29,6984
30,12529
31,9881
32,9070
33,9095
34,7540
35,5789
36,5877
37,8944
38,8837
39,8367
40,8585
41,6765
42,7660
43,8971
44,12074
45,10988
46,12715
47,9869
48,7132
49,8592
50,9638
51,10357
52,8374
53,9291
54,8539
55,6337
56,3776
57,4097
58,5093
59,7651
60,5363
61,4553
62,4058
63,3608
64,3575
65,4573
66,4257
67,4098
68,4904
69,4014
70,3050
71,4026
72,6851
73,5468
74,5648
75,5418
76,3925
77,3435
78,4757
79,7208
80,5980
81,5544
82,5820
83,5052
84,4858
85,6431
86,8208
87,7414
88,9738
89,9175
90,4863
91,3888
92,3760
93,4269
94,5295
95,5795
96,4826
97,3771
98,2876
99,3428
100,6016
101,4949
102,5220
103,4249
104,3875
105,3535
106,3322
107,4644
108,5023
109,3828
110,4019
111,3205
112,2336
113,2372
114,4399
115,4675
116,4816
117,4847
118,3086
119,3438
120,3822
121,5916
122,6733
123,8230
124,7123
125,3379
126,2264
127,3287
128,4350
129,4038
130,3232
131,3447
132,2734
133,2142
134,2684
135,3887
136,3665
137,2930
138,4071
139,2747
140,2684
141,3197
142,3482
143,2943
144,2839
145,3265
146,3380
147,2244
148,2933
149,5009
150,4749
151,4047
152,4233
153,3164
154,3111
155,3930
156,6596
157,6319
158,8656
159,9637
160,3784
161,2001
162,2703
163,3715
164,3397
165,2991
166,3796
167,2693
168,2064
169,2629
170,3067
171,3070
172,2807
173,2634
174,1770
175,1867
176,2364
177,3454
178,3894
179,3708
180,3318
181,2750
182,2797
183,3380
184,5018
185,5475
186,6522
187,6349
188,3421
189,2363
190,2592
191,2982
192,3416
193,2967
194,2624
195,2340
196,2005
197,2570
198,3228
199,3326
200,2593
201,2567
202,2155
203,2150
204,2170
205,2716
206,3331
207,2967
208,2631
209,2822
210,1962
211,2846
212,2702
213,3557
214,3323
215,3531
216,3391
217,2661
218,3404
219,4551
220,4312
221,4655
222,5348
223,5389
224,4627
225,6768
226,14230
227,7248
228,4561
229,2488
230,1534
231,1264
232,1349
233,1651
234,1455
235,1449
236,1335
237,1091
238,640
239,705
240,861
