date,total_clicks
-1,2162
0,2948
-2,2270
1,3436
-3,1725
2,4042
-4,1570
3,2968
-5,1444
4,3239
-6,1433
5,3412
-7,1150
6,2276
-8,2181
7,2205
-9,1367
8,2055
-10,1194
9,3070
-11,1181
10,2494
-12,667
11,1662
-13,977
12,1561
-14,1065
13,1255
-15,1144
14,1172
-16,2911
15,1599
16,1290
17,1912
18,1675
19,1447
20,858
21,933
22,1369
23,1740
24,1458
25,1348
26,1333
27,814
28,814
29,1064
30,1431
31,1725
32,1002
33,1333
34,981
35,775
36,956
37,1516
38,1283
39,917
40,796
41,446
42,682
43,712
44,1409
45,1171
46,1181
47,851
48,849
49,774
50,793
51,1035
52,1332
53,869
54,649
55,499
56,650
57,732
58,1001
59,1389
60,1545
61,1043
62,766
63,497
64,665
65,1044
66,730
67,798
68,835
69,706
70,1936
71,1340
72,1727
73,1537
74,1622
75,1272
76,882
77,908
78,601
79,488
80,527
81,121
82,101
83,257
84,406
85,648
86,911
87,902
88,432
89,491
90,938
91,902
92,1313
93,1184
94,1623
95,1546
96,1201
97,1136
98,928
99,1257
100,1252
101,1378
102,1328
103,1183
104,611
105,731
106,1015
107,1308
108,1210
109,1073
110,1089
111,706
112,696
113,882
114,1320
115,1434
116,1275
117,1157
118,1137
119,889
120,1479
121,1849
122,2177
123,2252
124,1887
125,1374
126,2267
127,2185
128,2889
129,2354
130,2274
131,2326
132,1569
133,1428
134,2615
135,2663
136,2303
137,1806
138,1904
139,1120
140,883
141,1475
142,2314
143,2294
144,1838
145,1682
146,1436
147,2101
148,2250
149,3020
150,3542
151,2280
152,2139
153,2031
154,1163
155,2885
156,3510
157,1719
158,2254
159,1508
160,925
161,920
162,837
163,1959
164,2205
165,2056
166,1458
167,1188
168,1437
169,2170
170,2613
171,2121
172,2267
173,1783
174,875
175,820
176,1275
177,1456
178,1888
179,1374
180,945
181,537
182,684
183,953
184,1382
185,1090
186,1798
187,1143
188,1174
189,2123
190,3124
191,3258
192,2555
193,1987
194,2418
195,1872
196,1714
197,2378
198,3822
199,2704
200,2567
201,1481
202,1338
203,1176
204,2013
205,1915
206,2183
207,2516
208,1816
209,1086
210,2238
211,2194
212,1735
213,3275
214,3005
215,1908
216,1745
217,2144
218,2537
219,2507
220,2661
221,3084
222,2071
223,1956
224,2277
225,3496
226,4155
227,4095
228,6419
229,2440
230,357
231,83
232,55
233,46
234,69
235,102
236,62
237,60
238,49
239,52
240,56
241,108
242,46
243,40
244,26
245,22
246,52
247,82
248,18
249,26
250,112
251,14
252,28
253,23
254,50
255,46
256,39
257,33
258,46
259,30
260,43
261,43
262,45
263,52
264,29
265,19
266,20
267,37
268,34
269,39
