date,total_clicks
-1,19182
0,21823
-2,16306
1,32504
-3,16737
2,30852
-4,16281
3,28027
-5,15440
4,25794
-6,10388
5,23885
-7,7207
6,14970
-8,7662
7,19726
-9,11077
8,26268
-10,10853
9,28312
-11,12044
10,28470
-12,11883
11,24072
-13,8997
12,20170
-14,8554
13,19701
-15,9579
14,22968
-16,12768
15,35752
-17,15232
16,40688
-18,29371
17,43319
18,46913
19,32570
20,21254
21,20386
22,28798
23,29900
24,28526
25,24037
26,20450
27,15851
28,16766
29,23357
30,25190
31,22829
32,22037
33,20603
34,17193
35,18681
36,19395
37,23993
38,23565
39,20558
40,19634
41,16244
42,19173
43,24942
44,28436
45,32454
46,34733
47,30148
48,14898
49,17451
50,18172
51,20583
52,17446
53,15352
54,14198
55,13215
56,10386
57,10665
58,13346
59,13769
60,14280
61,12402
62,10026
63,10357
64,12722
65,13271
66,15018
67,14117
68,13834
69,10440
70,11391
71,13411
72,15472
73,15320
74,14518
75,13886
76,11049
77,10203
78,14602
79,17066
80,17895
81,16043
82,15065
83,12550
84,16844
85,20463
86,24144
87,24370
88,29914
89,21924
90,13147
91,11390
92,11870
93,14025
94,16524
95,16050
96,15387
97,8281
98,9530
99,11427
100,14757
101,14719
102,12853
103,11420
104,8326
105,10495
106,9960
107,11085
108,11348
109,10716
110,9551
111,8446
112,6953
113,7644
114,10902
115,14129
116,11926
117,11039
118,8530
119,8681
120,12746
121,14956
122,15238
123,15737
124,17851
125,11683
126,14042
127,19551
128,25131
129,28337
130,30671
131,21014
132,10637
133,13809
134,13868
135,19651
136,17317
137,16810
138,15368
139,12893
140,17659
141,17705
142,17149
143,18204
144,15079
145,15813
146,10664
147,11138
148,14008
149,17657
150,19314
151,14883
152,19913
153,12217
154,9332
155,10516
156,17362
157,15285
158,15615
159,13889
160,11705
161,11676
162,17900
163,21099
164,21590
165,26624
166,19167
167,10434
168,10427
169,14099
170,14966
171,13800
172,14205
173,10731
174,10290
175,9063
176,11927
177,13441
178,13121
179,12262
180,11756
181,9969
182,8193
183,14591
184,16733
185,15347
186,13869
187,11297
188,10121
189,9512
190,10741
191,13973
192,12954
193,11948
194,17288
195,11934
196,13065
197,14280
198,14989
199,15274
200,15661
201,16586
202,10677
203,13554
204,14569
205,18246
206,23728
207,18433
208,17298
209,11877
210,16109
211,19706
212,25226
213,25025
214,25702
215,22665
216,21844
217,26676
218,37463
219,41007
220,43986
221,56837
222,45747
223,2289
224,1089
225,1427
226,1261
227,981
228,974
229,706
230,518
231,299
232,493
233,821
234,641
235,558
236,514
237,360
238,318
239,1267
240,1177
