date,total_clicks
-1,2809
0,4025
-2,2774
1,4103
-3,2495
2,5146
-4,2790
3,5212
-5,3270
4,4615
-6,2626
5,4590
-7,1316
6,3737
-8,1710
7,3175
-9,2298
8,4480
-10,3277
9,5063
-11,2655
10,4419
-12,1535
11,4478
-13,1655
12,4836
-14,1493
13,4194
-15,2040
14,3318
-16,2214
15,5737
-17,1939
16,6778
-18,2726
17,6575
-19,2726
18,7974
-20,1942
19,5579
-21,1728
20,3019
-22,3415
21,2681
-23,4058
22,3143
-24,8355
23,3665
24,3656
25,3390
26,3273
27,2246
28,2198
29,3089
30,3887
31,3612
32,3277
33,3060
34,2880
35,1915
36,2432
37,2999
38,2980
39,2647
40,2624
41,2562
42,1888
43,2696
44,3372
45,3227
46,2702
47,2698
48,2318
49,2157
50,3142
51,3779
52,3524
53,4122
54,3253
55,1677
56,1650
57,1688
58,2117
59,2062
60,1809
61,1797
62,1499
63,803
64,1302
65,1522
66,1676
67,1673
68,1652
69,1132
70,706
71,1170
72,1536
73,1400
74,1549
75,1815
76,1224
77,844
78,891
79,1367
80,1262
81,726
82,327
83,499
84,774
85,799
86,1236
87,1743
88,939
89,984
90,1403
91,1789
92,1492
93,1885
94,1819
95,2047
96,2159
97,1475
98,1559
99,1876
100,2447
101,2231
102,1997
103,1658
104,1314
105,1771
106,1606
107,2280
108,2299
109,2457
110,2143
111,1923
112,2332
113,2381
114,2889
115,3257
116,3608
117,2906
118,1468
119,1308
120,1521
121,2233
122,1973
123,1631
124,2068
125,1458
126,1493
127,2096
128,2188
129,1706
130,1823
131,2024
132,2010
133,1221
134,1653
135,2096
136,2604
137,1884
138,3134
139,2058
140,1383
141,2296
142,1998
143,2299
144,1533
145,1754
146,1543
147,1305
148,1626
149,1838
150,1510
151,1449
152,1835
153,1638
154,1234
155,1376
156,1543
157,1705
158,1394
159,2024
160,1654
161,1419
162,1594
163,2807
164,2371
165,2493
166,2638
167,1269
168,904
169,1297
170,2059
171,1684
172,1533
173,1928
174,1212
175,1138
176,1929
177,1820
178,1934
179,1679
180,1138
181,837
182,699
183,1060
184,1525
185,1597
186,1223
187,1087
188,1151
189,687
190,1331
191,1419
192,1434
193,1171
194,1229
195,1001
196,819
197,1258
198,1315
199,1274
200,1053
201,1031
202,894
203,1239
204,922
205,1441
206,1767
207,1532
208,1862
209,1380
210,1839
211,1402
212,2257
213,2996
214,2716
215,2609
216,905
217,1201
218,1351
219,2647
220,2102
221,1442
222,1819
223,1634
224,1760
225,1959
226,2376
227,2182
228,2175
229,1917
230,2379
231,1178
232,1533
233,1782
234,2101
235,1891
236,2490
237,3268
238,2728
239,4660
240,4616
241,5853
242,1734
243,1470
244,532
245,334
246,205
247,328
248,272
249,194
250,199
251,98
252,63
253,93
254,91
255,99
256,117
257,79
258,68
259,44
260,61
261,97
262,81
263,69
264,142
265,67
266,53
267,68
268,103
269,112
