date,total_clicks
-1,8572
0,12929
-2,9539
1,12246
-3,9839
2,15356
-4,10097
3,13489
-5,9861
4,14037
-6,7618
5,11356
-7,7472
6,10712
-8,4633
7,9621
-9,5673
8,10850
-10,6611
9,15510
-11,6289
10,13840
-12,6526
11,11759
-13,5751
12,9704
-14,4150
13,8058
-15,4697
14,8498
-16,6965
15,10793
-17,10184
16,13887
-18,21611
17,12904
18,12388
19,10345
20,10897
21,12192
22,15502
23,18860
24,20314
25,16611
26,10947
27,8828
28,8208
29,9671
30,11929
31,11927
32,10406
33,7905
34,7389
35,6144
36,7740
37,9117
38,8244
39,8058
40,7968
41,6059
42,6179
43,14208
44,10834
45,9652
46,8890
47,7693
48,7042
49,7730
50,11119
51,14751
52,18289
53,12736
54,4664
55,4859
56,3858
57,4190
58,6137
59,5337
60,5169
61,4468
62,3635
63,3114
64,3209
65,4503
66,4039
67,3929
68,3080
69,2383
70,1772
71,2417
72,2338
73,1477
74,601
75,1287
76,2376
77,2762
78,3183
79,3985
80,1945
81,3061
82,5552
83,4868
84,5830
85,7554
86,8189
87,10436
88,8648
89,4079
90,3582
91,3177
92,3348
93,5219
94,5499
95,5239
96,3950
97,3456
98,3068
99,3524
100,4722
101,4669
102,4635
103,4093
104,3569
105,2759
106,3727
107,4753
108,4932
109,4215
110,3690
111,3610
112,4167
113,3971
114,6551
115,6019
116,6037
117,5176
118,4905
119,5991
120,8132
121,10600
122,12215
123,10880
124,7167
125,5834
126,7560
127,7502
128,10160
129,10955
130,9870
131,7952
132,6981
133,6820
134,9018
135,10607
136,9646
137,8573
138,8761
139,7498
140,6939
141,6549
142,8467
143,8234
144,7521
145,7822
146,6818
147,6283
148,6837
149,7971
150,7218
151,5881
152,5741
153,5141
154,4880
155,5056
156,7273
157,6389
158,6246
159,6236
160,5407
161,5666
162,7155
163,9594
164,11433
165,9089
166,3670
167,3170
168,2937
169,3368
170,4609
171,4018
172,3982
173,3588
174,2946
175,2216
176,2886
177,3469
178,2997
179,2588
180,2265
181,2383
182,1850
183,2042
184,2843
185,2199
186,2114
187,2123
188,1775
189,1447
190,1894
191,2696
192,3149
193,3155
194,2895
195,3005
196,2804
197,2939
198,4232
199,3814
200,3690
201,3727
202,3472
203,3805
204,4697
205,6513
206,10249
207,8452
208,5960
209,5328
210,4675
211,4669
212,6704
213,8373
214,6681
215,6982
216,6153
217,4258
218,4843
219,7749
220,7520
221,6144
222,6692
223,5805
224,4826
225,5606
226,8987
227,9078
228,10120
229,10141
230,8556
231,9382
232,13290
233,21474
234,8198
235,2781
236,2328
237,1221
238,1049
239,822
240,1156
241,957
242,675
243,447
244,453
245,298
246,425
247,567
248,465
249,471
250,337
251,354
252,239
253,337
254,477
255,441
256,403
257,341
258,267
259,158
260,289
261,416
