date,total_clicks
-1,22150
0,39533
-2,22275
1,35492
-3,16141
2,47077
-4,15128
3,40098
-5,13185
4,35586
-6,9103
5,31580
-7,7460
6,26934
-8,5923
7,25886
-9,7369
8,30100
-10,8490
9,35971
-11,9007
10,32170
-12,6242
11,31415
-13,7857
12,28374
-14,6129
13,26192
-15,6742
14,25752
-16,8709
15,37280
-17,13120
16,42459
-18,26946
17,40717
18,39727
19,33008
20,30354
21,33092
22,47148
23,50914
24,38717
25,29291
26,25404
27,19457
28,22678
29,27060
30,29925
31,30581
32,25885
33,25348
34,20295
35,19865
36,23207
37,27643
38,23496
39,23167
40,20643
41,15328
42,19293
43,22835
44,26846
45,26530
46,26014
47,24699
48,21992
49,23982
50,35174
51,44090
52,29606
53,21397
54,17740
55,13808
56,13507
57,15922
58,20190
59,19071
60,19079
61,18581
62,13530
63,13122
64,16236
65,19902
66,18380
67,16299
68,14963
69,10981
70,9668
71,11977
72,15383
73,14702
74,13505
75,12079
76,8599
77,9200
78,11010
79,11122
80,9543
81,6378
82,2861
83,6178
84,10008
85,12345
86,16542
87,17163
88,10497
89,12085
90,20032
91,22985
92,31735
93,37774
94,25874
95,17702
96,18327
97,14164
98,15357
99,19834
100,24001
101,21073
102,17960
103,18048
104,14000
105,14595
106,18337
107,20123
108,19053
109,17002
110,14537
111,11408
112,15827
113,19447
114,19955
115,19024
116,17604
117,16030
118,11161
119,11403
120,14681
121,17207
122,15687
123,14151
124,14107
125,10988
126,12735
127,14936
128,19936
129,18014
130,18745
131,18337
132,18106
133,22705
134,32946
135,43678
136,33107
137,18276
138,19089
139,16724
140,19278
141,24261
142,26239
143,23601
144,20360
145,18417
146,16113
147,17144
148,20962
149,26190
150,21115
151,22123
152,18269
153,13670
154,22441
155,21536
156,22861
157,20784
158,21975
159,17195
160,15601
161,12734
162,14019
163,17587
164,18836
165,16252
166,12669
167,11701
168,11566
169,12662
170,15861
171,13263
172,14608
173,12271
174,9728
175,11364
176,11408
177,16160
178,15327
179,13533
180,10138
181,10631
182,10160
183,10467
184,12756
185,11642
186,10526
187,9849
188,8004
189,10051
190,13129
191,12660
192,14143
193,14367
194,14008
195,12159
196,14180
197,23006
198,32684
199,24156
200,13190
201,13006
202,12144
203,12554
204,15656
205,16045
206,20706
207,20451
208,19078
209,13172
210,12382
211,17018
212,22705
213,22952
214,20321
215,19761
216,15122
217,22729
218,23637
219,25628
220,21394
221,20141
222,18121
223,13836
224,18798
225,24596
226,25903
227,25928
228,22206
229,19923
230,19500
231,19733
232,24417
233,31829
234,28906
235,32482
236,33975
237,33482
238,39599
239,56164
240,73321
241,49712
242,5269
243,2520
244,1951
245,1374
246,1773
247,1453
248,1349
249,1101
250,907
251,759
252,514
253,654
254,1155
255,890
256,708
257,560
258,645
259,452
260,438
261,734
262,714
263,485
264,615
265,432
266,333
267,445
268,504
269,486
