date,total_clicks
-1,5984
0,8998
-2,5389
1,10599
-3,5544
2,14193
-4,5487
3,12651
-5,5001
4,10512
-6,3365
5,11258
-7,2461
6,7862
-8,3311
7,6864
-9,3646
8,11449
-10,4052
9,12668
-11,4445
10,12262
-12,2661
11,11262
-13,3297
12,10937
-14,2311
13,9945
-15,3303
14,10757
-16,3604
15,16325
-17,5341
16,20986
-18,8378
17,19405
18,21311
19,23674
20,6907
21,5232
22,8913
23,9462
24,9114
25,7619
26,6575
27,5904
28,6489
29,10868
30,12871
31,13530
32,14138
33,10808
34,4213
35,4186
36,5198
37,7351
38,6599
39,6061
40,6033
41,4400
42,4658
43,6645
44,8170
45,7519
46,7583
47,7540
48,5784
49,5030
50,6940
51,8774
52,6745
53,6501
54,5556
55,3792
56,4160
57,6021
58,8091
59,7421
60,7824
61,6910
62,5114
63,6418
64,10669
65,11888
66,13369
67,16395
68,10450
69,2845
70,2252
71,2799
72,3316
73,3654
74,2520
75,2445
76,2107
77,1287
78,1909
79,2234
80,1958
81,684
82,298
83,698
84,872
85,1144
86,1686
87,1507
88,1936
89,1777
90,2167
91,2092
92,2192
93,3428
94,3158
95,2694
96,2347
97,2222
98,2373
99,3349
100,4068
101,3680
102,3861
103,2959
104,2730
105,2786
106,3514
107,3712
108,3969
109,3865
110,3911
111,3139
112,3672
113,4805
114,5456
115,6044
116,6048
117,5957
118,5009
119,4361
120,6178
121,6635
122,5997
123,6180
124,6422
125,4508
126,5947
127,8405
128,10904
129,11339
130,12714
131,8719
132,3133
133,3327
134,6084
135,8604
136,8153
137,7924
138,8448
139,6752
140,6247
141,9493
142,10933
143,11217
144,8899
145,8966
146,7426
147,6307
148,9833
149,11539
150,10563
151,10347
152,10400
153,8153
154,9328
155,10554
156,13985
157,13612
158,13045
159,11935
160,11137
161,13028
162,16386
163,23052
164,23404
165,26164
166,16680
167,3453
168,2914
169,3213
170,4210
171,3288
172,3271
173,3056
174,2805
175,2168
176,2821
177,3176
178,3042
179,2440
180,1788
181,1901
182,1762
183,1650
184,2242
185,3154
186,2772
187,2160
188,1589
189,2200
190,3179
191,3293
192,3058
193,3186
194,2879
195,2697
196,2435
197,3167
198,4096
199,4864
200,3862
201,4348
202,3023
203,3322
204,5297
205,6885
206,7218
207,7904
208,6862
209,2916
210,2185
211,3246
212,3526
213,4880
214,4520
215,3488
216,3047
217,2969
218,3417
219,4769
220,3669
221,3715
222,3916
223,2801
224,2859
225,4289
226,4497
227,4837
228,5388
229,4636
230,3792
231,4533
232,5062
233,8954
234,9470
235,3905
236,977
237,504
238,385
239,466
240,615
241,455
242,475
243,315
244,278
245,171
246,269
247,313
248,306
249,267
250,348
251,171
252,185
253,123
254,248
255,287
256,277
257,274
258,209
259,131
260,137
261,264
262,232
263,160
264,159
265,164
266,113
267,181
268,210
269,193
